,Unnamed: 0.1,Unnamed: 0,Document Title,Authors,Author Affiliations,Universities,Publication Year,DOI,Publisher,citation
91,91,91,Privacy Protection Data Retrieval Scheme with Inverted Index for IoT based on Blockchain,W. Li; Y. Chen; F. Gao; S. Zhang; H. Zhang; Q. Wen,China,['Beijing University of Posts and Telecommunications'],2021.0,10.1109/JIOT.2021.3128528,IEEE,0.0
92,92,92,Crystal: Enhancing Blockchain Mining Transparency with Quorum Certificate,J. Niu; F. Gai; R. Han; R. Zhang; Y. Zhang; C. Feng,Canada,"['University of British Columbia', 'The University of British Columbia Okanagan Campus', 'Canada Monash University and CSIROData61', 'Southern University of Science and Technology']",2022.0,10.1109/TDSC.2022.3216749,IEEE,0.0
93,93,93,Crystal: Enhancing Blockchain Mining Transparency with Quorum Certificate,J. Niu; F. Gai; R. Han; R. Zhang; Y. Zhang; C. Feng,Australia,"['University of British Columbia', 'The University of British Columbia Okanagan Campus', 'Canada Monash University and CSIROData61', 'Southern University of Science and Technology']",2022.0,10.1109/TDSC.2022.3216749,IEEE,0.0
94,94,94,Crystal: Enhancing Blockchain Mining Transparency with Quorum Certificate,J. Niu; F. Gai; R. Han; R. Zhang; Y. Zhang; C. Feng,Co,"['University of British Columbia', 'The University of British Columbia Okanagan Campus', 'Canada Monash University and CSIROData61', 'Southern University of Science and Technology']",2022.0,10.1109/TDSC.2022.3216749,IEEE,0.0
95,95,95,Crystal: Enhancing Blockchain Mining Transparency with Quorum Certificate,J. Niu; F. Gai; R. Han; R. Zhang; Y. Zhang; C. Feng,China,"['University of British Columbia', 'The University of British Columbia Okanagan Campus', 'Canada Monash University and CSIROData61', 'Southern University of Science and Technology']",2022.0,10.1109/TDSC.2022.3216749,IEEE,0.0
96,96,96,Energy-Efficient and Physical Layer Secure Computation Offloading in Blockchain-Empowered Internet of Things,Y. Liu; Z. Su; Y. Wang,China,['Xi’an Jiaotong University'],2022.0,10.1109/JIOT.2022.3159248,IEEE,5.0
97,97,97,Lightweight Blockchain Based Remote Mutual Authentication for AI-Empowered IoT Sustainable Computing Systems,B. D. Deebak; F. H. Memon; S. A. Khowaja; K. Dev; W. Wang; N. M. F. Qureshi; C. Su,South Korea,"['India Department of Electrical Engineering Sukkur IBA University', 'Jejunational university', 'Korea Polytechnic University', 'Universityof Sindh', 'University of Johannesburg', 'City University of Hong Kong', 'Sungkyunkwan University', 'University of Aizu']",2022.0,10.1109/JIOT.2022.3152546,IEEE,2.0
98,98,98,Lightweight Blockchain Based Remote Mutual Authentication for AI-Empowered IoT Sustainable Computing Systems,B. D. Deebak; F. H. Memon; S. A. Khowaja; K. Dev; W. Wang; N. M. F. Qureshi; C. Su,India,"['India Department of Electrical Engineering Sukkur IBA University', 'Jejunational university', 'Korea Polytechnic University', 'Universityof Sindh', 'University of Johannesburg', 'City University of Hong Kong', 'Sungkyunkwan University', 'University of Aizu']",2022.0,10.1109/JIOT.2022.3152546,IEEE,2.0
99,99,99,Lightweight Blockchain Based Remote Mutual Authentication for AI-Empowered IoT Sustainable Computing Systems,B. D. Deebak; F. H. Memon; S. A. Khowaja; K. Dev; W. Wang; N. M. F. Qureshi; C. Su,Pakistan,"['India Department of Electrical Engineering Sukkur IBA University', 'Jejunational university', 'Korea Polytechnic University', 'Universityof Sindh', 'University of Johannesburg', 'City University of Hong Kong', 'Sungkyunkwan University', 'University of Aizu']",2022.0,10.1109/JIOT.2022.3152546,IEEE,2.0
100,100,100,Lightweight Blockchain Based Remote Mutual Authentication for AI-Empowered IoT Sustainable Computing Systems,B. D. Deebak; F. H. Memon; S. A. Khowaja; K. Dev; W. Wang; N. M. F. Qureshi; C. Su,Japan,"['India Department of Electrical Engineering Sukkur IBA University', 'Jejunational university', 'Korea Polytechnic University', 'Universityof Sindh', 'University of Johannesburg', 'City University of Hong Kong', 'Sungkyunkwan University', 'University of Aizu']",2022.0,10.1109/JIOT.2022.3152546,IEEE,2.0
101,101,101,UxV-based Deep-Learning Integrated Automated and Secure Garbage Management Scheme using Blockchain,M. Masuduzzaman; T. Rahim; A. Islam; S. Y. Shin,South Korea,[],2022.0,10.1109/JIOT.2022.3156617,IEEE,1.0
102,102,102,UxV-based Deep-Learning Integrated Automated and Secure Garbage Management Scheme using Blockchain,M. Masuduzzaman; T. Rahim; A. Islam; S. Y. Shin,IT,[],2022.0,10.1109/JIOT.2022.3156617,IEEE,1.0
103,103,103,Blockchain-Based Privacy-Preserving Authentication Model Intelligent Transportation Systems,K. N. Qureshi; G. Jeon; M. M. Hassan; M. R. Hassan; K. Kaur,South Korea,"['Incheon National University', 'Bahria University', 'Xidian University', 'King Saud University', 'University of Maine at Presque Isle']",2022.0,10.1109/TITS.2022.3158320,IEEE,1.0
104,104,104,Blockchain-Based Privacy-Preserving Authentication Model Intelligent Transportation Systems,K. N. Qureshi; G. Jeon; M. M. Hassan; M. R. Hassan; K. Kaur,China,"['Incheon National University', 'Bahria University', 'Xidian University', 'King Saud University', 'University of Maine at Presque Isle']",2022.0,10.1109/TITS.2022.3158320,IEEE,1.0
105,105,105,Blockchain-Based Privacy-Preserving Authentication Model Intelligent Transportation Systems,K. N. Qureshi; G. Jeon; M. M. Hassan; M. R. Hassan; K. Kaur,Canada,"['Incheon National University', 'Bahria University', 'Xidian University', 'King Saud University', 'University of Maine at Presque Isle']",2022.0,10.1109/TITS.2022.3158320,IEEE,1.0
106,106,106,Blockchain-Based Privacy-Preserving Authentication Model Intelligent Transportation Systems,K. N. Qureshi; G. Jeon; M. M. Hassan; M. R. Hassan; K. Kaur,Pakistan,"['Incheon National University', 'Bahria University', 'Xidian University', 'King Saud University', 'University of Maine at Presque Isle']",2022.0,10.1109/TITS.2022.3158320,IEEE,1.0
107,107,107,Blockchain-Based Privacy-Preserving Authentication Model Intelligent Transportation Systems,K. N. Qureshi; G. Jeon; M. M. Hassan; M. R. Hassan; K. Kaur,at,"['Incheon National University', 'Bahria University', 'Xidian University', 'King Saud University', 'University of Maine at Presque Isle']",2022.0,10.1109/TITS.2022.3158320,IEEE,1.0
108,108,108,Blockchain-Based Privacy-Preserving Authentication Model Intelligent Transportation Systems,K. N. Qureshi; G. Jeon; M. M. Hassan; M. R. Hassan; K. Kaur,USA,"['Incheon National University', 'Bahria University', 'Xidian University', 'King Saud University', 'University of Maine at Presque Isle']",2022.0,10.1109/TITS.2022.3158320,IEEE,1.0
109,109,109,Blockchain-Based Privacy-Preserving Authentication Model Intelligent Transportation Systems,K. N. Qureshi; G. Jeon; M. M. Hassan; M. R. Hassan; K. Kaur,de,"['Incheon National University', 'Bahria University', 'Xidian University', 'King Saud University', 'University of Maine at Presque Isle']",2022.0,10.1109/TITS.2022.3158320,IEEE,1.0
110,110,110,A Certificateless Signcryption Mechanism Based on Blockchain for Edge Computing,G. Xu; J. Dong; C. Ma; J. Liu; U. G. O. Cliff,China,['Chongqing University of Posts and Telecommunications'],2022.0,10.1109/JIOT.2022.3151359,IEEE,1.0
111,111,111,Federated Learning Meets Blockchain: State Channel based Distributed Data Sharing Trust Supervision Mechanism,F. Zhang; S. Guo; X. Qiu; S. Xu; F. Qi; Z. Wang,China,['Beijing University of Posts and Telecommunications'],2021.0,10.1109/JIOT.2021.3130116,IEEE,1.0
112,112,112,Dual-Driven Resource Management for Sustainable Computing in the Blockchain-Supported Digital Twin IoT,D. Wang; B. Li; B. Song; Y. Liu; K. Muhammad; X. Zhou,Japan,"['Xidian University', 'Sejong University', 'Shiga University']",2022.0,10.1109/JIOT.2022.3162714,IEEE,1.0
113,113,113,Dual-Driven Resource Management for Sustainable Computing in the Blockchain-Supported Digital Twin IoT,D. Wang; B. Li; B. Song; Y. Liu; K. Muhammad; X. Zhou,China,"['Xidian University', 'Sejong University', 'Shiga University']",2022.0,10.1109/JIOT.2022.3162714,IEEE,1.0
114,114,114,Blockchain-Based Transparent Integrity Auditing and Encrypted Deduplication for Cloud Storage,S. Li; C. Xu; Y. Zhang; Y. Du; K. Chen,China,"['University of Electronic Science and Technology of China', 'email chxxuuestceducn University of Electronic Science and Technology of China', '611731 email ZYLoYe126com University of Electronic Science and Technology of China', 'Hangzhou Normal University']",2022.0,10.1109/TSC.2022.3144430,IEEE,0.0
115,115,115,BDRA: Blockchain and Decentralized Identifiers Assisted Secure Registration and Authentication for VANETs,X. Li; T. Jing; R. Li; H. Li; X. Wang; D. Shen,China,"['Beijing Jiaotong University', 'Bowling Green State University', 'Taizhou University']",2022.0,10.1109/JIOT.2022.3164147,IEEE,0.0
116,116,116,Federated-Learning Based Privacy Preservation and Fraud-Enabled Blockchain IoMT System for Healthcare,A. Lakhan; M. A. Mohammed; J. Nedoma; R. Martinek; P. Tiwari; A. Vidyarthi; A. Alkhayyat; W. Wang,Iraq,"['Wenzhou University', 'China University of Anbar', 'VSB  Technical University of Ostrava', '70833 Aalto University']",2022.0,10.1109/JBHI.2022.3165945,IEEE,0.0
117,117,117,Federated-Learning Based Privacy Preservation and Fraud-Enabled Blockchain IoMT System for Healthcare,A. Lakhan; M. A. Mohammed; J. Nedoma; R. Martinek; P. Tiwari; A. Vidyarthi; A. Alkhayyat; W. Wang,Czech Republic,"['Wenzhou University', 'China University of Anbar', 'VSB  Technical University of Ostrava', '70833 Aalto University']",2022.0,10.1109/JBHI.2022.3165945,IEEE,0.0
118,118,118,Federated-Learning Based Privacy Preservation and Fraud-Enabled Blockchain IoMT System for Healthcare,A. Lakhan; M. A. Mohammed; J. Nedoma; R. Martinek; P. Tiwari; A. Vidyarthi; A. Alkhayyat; W. Wang,India,"['Wenzhou University', 'China University of Anbar', 'VSB  Technical University of Ostrava', '70833 Aalto University']",2022.0,10.1109/JBHI.2022.3165945,IEEE,0.0
119,119,119,Federated-Learning Based Privacy Preservation and Fraud-Enabled Blockchain IoMT System for Healthcare,A. Lakhan; M. A. Mohammed; J. Nedoma; R. Martinek; P. Tiwari; A. Vidyarthi; A. Alkhayyat; W. Wang,China,"['Wenzhou University', 'China University of Anbar', 'VSB  Technical University of Ostrava', '70833 Aalto University']",2022.0,10.1109/JBHI.2022.3165945,IEEE,0.0
120,120,120,Federated-Learning Based Privacy Preservation and Fraud-Enabled Blockchain IoMT System for Healthcare,A. Lakhan; M. A. Mohammed; J. Nedoma; R. Martinek; P. Tiwari; A. Vidyarthi; A. Alkhayyat; W. Wang,Finland,"['Wenzhou University', 'China University of Anbar', 'VSB  Technical University of Ostrava', '70833 Aalto University']",2022.0,10.1109/JBHI.2022.3165945,IEEE,0.0
121,121,121,A Numerical Splitting and Adaptive Privacy Budget Allocation Based LDP Mechanism for Privacy Preservation in Blockchain-Powered IoT,K. Zhang; J. Tian; H. Xiao; Y. Zhao; W. Zhao; J. Chen,Australia,['Swinburne University of Technology'],2022.0,10.1109/JIOT.2022.3145845,IEEE,0.0
122,122,122,Blockchain-based Privacy-Aware Contextual Online Learning for Collabrative Edge-Cloud-Enabled Nursing System in Internet of Things,J. Wu; P. Zhou; Q. Chen; Z. Xu; X. Ding; J. Hao,China,"['Wuhan University', 'Huazhong University of Science and Technology', 'Dalian University of Technology']",2021.0,10.1109/JIOT.2021.3133653,IEEE,0.0
123,123,123,Data Trusted Sharing Delivery: A blockchain assisted software-defined content delivery network,S. Shao; W. Gong; H. Yang; S. Guo; L. Chen; A. Xiong,China,['Beijing University of Posts and Telecommunications'],2021.0,10.1109/JIOT.2021.3124091,IEEE,0.0
124,124,124,Data Trusted Sharing Delivery: A blockchain assisted software-defined content delivery network,S. Shao; W. Gong; H. Yang; S. Guo; L. Chen; A. Xiong,Co,['Beijing University of Posts and Telecommunications'],2021.0,10.1109/JIOT.2021.3124091,IEEE,0.0
125,125,125,MSKNP: Multi-stage Key Negotiation Protocol for IoT-Blockchain Environment,Z. Diao; Q. Wang; B. Gong,China,"['Beijing University of Technology', '100124 China Beijing University of Technology']",2022.0,10.1109/JIOT.2021.3140128,IEEE,0.0
126,126,126,A Blockchain-Enabled Explainable Federated Learning for Securing Internet-of-Things-Based Social Media 3.0 Networks,S. Salim; B. Turnbull; N. Moustafa,Australia,['University of New South Wales'],2021.0,10.1109/TCSS.2021.3134463,IEEE,0.0
127,127,127,Distributed Maritime Transport Communication System With Reliability and Safety Based on Blockchain and Edge Computing,T. Yang; Z. Cui; A. H. Alshehri; M. Wang; K. Gao; K. Yu,Japan,"['Dalian Maritime University', 'Shaqra University', 'Miami University', 'Waseda University']",2022.0,10.1109/TITS.2022.3157858,IEEE,0.0
128,128,128,Distributed Maritime Transport Communication System With Reliability and Safety Based on Blockchain and Edge Computing,T. Yang; Z. Cui; A. H. Alshehri; M. Wang; K. Gao; K. Yu,China,"['Dalian Maritime University', 'Shaqra University', 'Miami University', 'Waseda University']",2022.0,10.1109/TITS.2022.3157858,IEEE,0.0
129,129,129,Distributed Maritime Transport Communication System With Reliability and Safety Based on Blockchain and Edge Computing,T. Yang; Z. Cui; A. H. Alshehri; M. Wang; K. Gao; K. Yu,USA,"['Dalian Maritime University', 'Shaqra University', 'Miami University', 'Waseda University']",2022.0,10.1109/TITS.2022.3157858,IEEE,0.0
130,130,130,An efficient storage structure and management for distributed ledgers in blockchain systems: An exploration based on purely theoretical approach,T. -L. Huang; J. Huang,CA,['St Johnx2019s University'],2022.0,10.1109/TNSM.2022.3195246,IEEE,0.0
131,131,131,An efficient storage structure and management for distributed ledgers in blockchain systems: An exploration based on purely theoretical approach,T. -L. Huang; J. Huang,USA,['St Johnx2019s University'],2022.0,10.1109/TNSM.2022.3195246,IEEE,0.0
132,132,132,An efficient storage structure and management for distributed ledgers in blockchain systems: An exploration based on purely theoretical approach,T. -L. Huang; J. Huang,St,['St Johnx2019s University'],2022.0,10.1109/TNSM.2022.3195246,IEEE,0.0
133,133,133,An efficient storage structure and management for distributed ledgers in blockchain systems: An exploration based on purely theoretical approach,T. -L. Huang; J. Huang,Taiwan,['St Johnx2019s University'],2022.0,10.1109/TNSM.2022.3195246,IEEE,0.0
134,134,134,SmartDID: A Novel Privacy-preserving Identity based on Blockchain for IoT,J. Yin; Y. Xiao; Q. Pei; Y. Ju; L. Liu; M. Xiao; C. Wu,China,"['Universities of Shaanxi Province', 'Xidian University', 'The University of ElectroCommunications']",2022.0,10.1109/JIOT.2022.3145089,IEEE,2.0
135,135,135,SmartDID: A Novel Privacy-preserving Identity based on Blockchain for IoT,J. Yin; Y. Xiao; Q. Pei; Y. Ju; L. Liu; M. Xiao; C. Wu,Japan,"['Universities of Shaanxi Province', 'Xidian University', 'The University of ElectroCommunications']",2022.0,10.1109/JIOT.2022.3145089,IEEE,2.0
136,136,136,SmartDID: A Novel Privacy-preserving Identity based on Blockchain for IoT,J. Yin; Y. Xiao; Q. Pei; Y. Ju; L. Liu; M. Xiao; C. Wu,Sweden,"['Universities of Shaanxi Province', 'Xidian University', 'The University of ElectroCommunications']",2022.0,10.1109/JIOT.2022.3145089,IEEE,2.0
137,137,137,ITS Based on Deep Graph Convolutional Fraud Detection Network Blockchain-Enabled Fog-Cloud,A. Lakhan; M. A. Mohammed; D. A. Ibrahim; S. Kadry; K. H. Abdulkareem,China,"['Wenzhou University', 'Dawood University of Engineering and Technology', 'University of Anbar', 'Imam Jaafar AlSadiq University', 'Noroff University College', 'AlMuthanna University']",2022.0,10.1109/TITS.2022.3147852,IEEE,2.0
138,138,138,ITS Based on Deep Graph Convolutional Fraud Detection Network Blockchain-Enabled Fog-Cloud,A. Lakhan; M. A. Mohammed; D. A. Ibrahim; S. Kadry; K. H. Abdulkareem,Iraq,"['Wenzhou University', 'Dawood University of Engineering and Technology', 'University of Anbar', 'Imam Jaafar AlSadiq University', 'Noroff University College', 'AlMuthanna University']",2022.0,10.1109/TITS.2022.3147852,IEEE,2.0
139,139,139,ITS Based on Deep Graph Convolutional Fraud Detection Network Blockchain-Enabled Fog-Cloud,A. Lakhan; M. A. Mohammed; D. A. Ibrahim; S. Kadry; K. H. Abdulkareem,Pakistan,"['Wenzhou University', 'Dawood University of Engineering and Technology', 'University of Anbar', 'Imam Jaafar AlSadiq University', 'Noroff University College', 'AlMuthanna University']",2022.0,10.1109/TITS.2022.3147852,IEEE,2.0
140,140,140,ITS Based on Deep Graph Convolutional Fraud Detection Network Blockchain-Enabled Fog-Cloud,A. Lakhan; M. A. Mohammed; D. A. Ibrahim; S. Kadry; K. H. Abdulkareem,Norway,"['Wenzhou University', 'Dawood University of Engineering and Technology', 'University of Anbar', 'Imam Jaafar AlSadiq University', 'Noroff University College', 'AlMuthanna University']",2022.0,10.1109/TITS.2022.3147852,IEEE,2.0
141,141,141,IoMT: A COVID-19 Healthcare System driven by Federated Learning and Blockchain,O. Samuel; A. B. Omojo; A. M. Onuja; Y. Sunday; P. Tiwari; D. Gupta; G. Hafeez; A. S. Yahaya; O. J. Fatoba; S. Shamshirband,Nigeria,"['Confluence University of Science and Technology CUSTECH', 'email lucyblex1gmailcom Confluence University of Science and Technology CUSTECH', 'email onujaamcustechedung Confluence University of Science and Technology CUSTECH', 'Aalto University', '110086 email deepakguptamaitacin National Yunlin University of Science and Technology', 'email ghulamhafeez393gmailcom Bayero University', 'National Yunlin University of Science and Technology']",2022.0,10.1109/JBHI.2022.3143576,IEEE,2.0
142,142,142,IoMT: A COVID-19 Healthcare System driven by Federated Learning and Blockchain,O. Samuel; A. B. Omojo; A. M. Onuja; Y. Sunday; P. Tiwari; D. Gupta; G. Hafeez; A. S. Yahaya; O. J. Fatoba; S. Shamshirband,Finland,"['Confluence University of Science and Technology CUSTECH', 'email lucyblex1gmailcom Confluence University of Science and Technology CUSTECH', 'email onujaamcustechedung Confluence University of Science and Technology CUSTECH', 'Aalto University', '110086 email deepakguptamaitacin National Yunlin University of Science and Technology', 'email ghulamhafeez393gmailcom Bayero University', 'National Yunlin University of Science and Technology']",2022.0,10.1109/JBHI.2022.3143576,IEEE,2.0
