,Unnamed: 0.1,Unnamed: 0,Document Title,Authors,Author Affiliations,Universities,Publication Year,DOI,Publisher,citation
432,432,432,Blockchain-based Privacy Preservation Scheme for Misbehavior Detection in Lightweight IoMT Devices,S. Rahmadika; P. V. Astillo; G. Choudhary; D. G. Duguma; V. Sharma; I. You,UK,"['State University of Padang UNP', 'University of San Carlos', 'Technical University of Denmark DTU', 'Soonchunhyang University', 'Queenx0027s University Belfast QUB', 'Kookmin University']",2022.0,10.1109/JBHI.2022.3187037,IEEE,0.0
433,433,433,An Efficient and Robust Committee Structure for Sharding Blockchain,M. Zhang; J. Li; Z. Chen; H. Chen; X. Deng,China,"['Shanghai Jiao Tong University', 'Peking University']",2022.0,10.1109/TCC.2022.3217856,IEEE,0.0
434,434,434,Strengthening Supply Chain Visibility With Blockchain: A PRISMA-Based Review,S. Sahoo; A. Kumar; R. Mishra; P. Tripathi,India,[],2022.0,10.1109/TEM.2022.3206109,IEEE,0.0
435,435,435,Trustworthy Announcement Dissemination Scheme With Blockchain-Assisted Vehicular Cloud,X. Li; X. Yin; J. Ning,China,['Yangzhou University'],2022.0,10.1109/TITS.2022.3220580,IEEE,0.0
436,436,436,A2UA: An Auditable Anonymous User Authentication Protocol Based on Blockchain for Cloud Services,Q. Lyu; H. Li; Z. Deng; J. Wang; Y. Ren; N. Zheng; J. Liu; H. Liu; K. -K. R. Choo,USA,['Hangzhou Dianzi University'],2022.0,10.1109/TCC.2022.3216580,IEEE,0.0
437,437,437,A2UA: An Auditable Anonymous User Authentication Protocol Based on Blockchain for Cloud Services,Q. Lyu; H. Li; Z. Deng; J. Wang; Y. Ren; N. Zheng; J. Liu; H. Liu; K. -K. R. Choo,China,['Hangzhou Dianzi University'],2022.0,10.1109/TCC.2022.3216580,IEEE,0.0
438,438,438,A2UA: An Auditable Anonymous User Authentication Protocol Based on Blockchain for Cloud Services,Q. Lyu; H. Li; Z. Deng; J. Wang; Y. Ren; N. Zheng; J. Liu; H. Liu; K. -K. R. Choo,Co,['Hangzhou Dianzi University'],2022.0,10.1109/TCC.2022.3216580,IEEE,0.0
439,439,439,Energy-efficient Spectrum Sharing for 6G Ubiquitous IoT Networks Through Blockchain,Z. Sun; F. Qi; L. Liu; Y. Xing; W. Xie,China,[],2022.0,10.1109/JIOT.2022.3224849,IEEE,0.0
440,440,440,A Privacy-Preserving Transparent Central Bank Digital Currency System Based on Consortium Blockchain and Unspent Transaction Outputs,M. M. Islam; H. P. IN,South Korea,['Korea University'],2022.0,10.1109/TSC.2022.3226120,IEEE,0.0
441,441,441,Detecting Sybil Attacks in Vehicular Fog Networks Using RSSI and Blockchain,S. Benadla; O. R. Merad-Boudia; S. M. Senouci; M. Lehsaini,Algeria,"['University of Tlemcen', 'University of Oran 1 Ahmed Ben Bella', 'University of Burgundy']",2022.0,10.1109/TNSM.2022.3216073,IEEE,0.0
442,442,442,Detecting Sybil Attacks in Vehicular Fog Networks Using RSSI and Blockchain,S. Benadla; O. R. Merad-Boudia; S. M. Senouci; M. Lehsaini,France,"['University of Tlemcen', 'University of Oran 1 Ahmed Ben Bella', 'University of Burgundy']",2022.0,10.1109/TNSM.2022.3216073,IEEE,0.0
443,443,443,Secure Task Offloading in Blockchain-Enabled Mobile Edge Computing with Deep Reinforcement Learning,A. Samy; I. A. Elgendy; H. Yu; W. Zhang; H. Zhang,China,['Menoufia University'],2022.0,10.1109/TNSM.2022.3190493,IEEE,0.0
444,444,444,Secure Task Offloading in Blockchain-Enabled Mobile Edge Computing with Deep Reinforcement Learning,A. Samy; I. A. Elgendy; H. Yu; W. Zhang; H. Zhang,Egypt,['Menoufia University'],2022.0,10.1109/TNSM.2022.3190493,IEEE,0.0
445,445,445,Security Framework for Internet of Things based Software Defined Networks using Blockchain,S. Rani; H. Babbar; G. Srivastava; T. R. Gadekallu; G. Dhiman,India,"['Chitkara University Institute of Engineering and Technology', 'Chitkara University', 'India Chitkara University Institute of Engineering and Technology', 'Lebanese American University', 'Graphic Era Deemed to be University']",2022.0,10.1109/JIOT.2022.3223576,IEEE,0.0
446,446,446,Security Framework for Internet of Things based Software Defined Networks using Blockchain,S. Rani; H. Babbar; G. Srivastava; T. R. Gadekallu; G. Dhiman,Lebanon,"['Chitkara University Institute of Engineering and Technology', 'Chitkara University', 'India Chitkara University Institute of Engineering and Technology', 'Lebanese American University', 'Graphic Era Deemed to be University']",2022.0,10.1109/JIOT.2022.3223576,IEEE,0.0
447,447,447,Security Framework for Internet of Things based Software Defined Networks using Blockchain,S. Rani; H. Babbar; G. Srivastava; T. R. Gadekallu; G. Dhiman,to,"['Chitkara University Institute of Engineering and Technology', 'Chitkara University', 'India Chitkara University Institute of Engineering and Technology', 'Lebanese American University', 'Graphic Era Deemed to be University']",2022.0,10.1109/JIOT.2022.3223576,IEEE,0.0
448,448,448,Security Framework for Internet of Things based Software Defined Networks using Blockchain,S. Rani; H. Babbar; G. Srivastava; T. R. Gadekallu; G. Dhiman,be,"['Chitkara University Institute of Engineering and Technology', 'Chitkara University', 'India Chitkara University Institute of Engineering and Technology', 'Lebanese American University', 'Graphic Era Deemed to be University']",2022.0,10.1109/JIOT.2022.3223576,IEEE,0.0
449,449,449,An Efficient Blockchain-Based Conditional Privacy-Preserving Authentication Protocol for VANETs,X. Zhou; D. He; M. K. Khan; W. Wu; K. -K. R. Choo,USA,"['Guilin University of Electronic Technology', 'King Saud University', 'Fujian Normal University', 'University of Texas at San Antonio']",2022.0,10.1109/TVT.2022.3204582,IEEE,0.0
450,450,450,An Efficient Blockchain-Based Conditional Privacy-Preserving Authentication Protocol for VANETs,X. Zhou; D. He; M. K. Khan; W. Wu; K. -K. R. Choo,China,"['Guilin University of Electronic Technology', 'King Saud University', 'Fujian Normal University', 'University of Texas at San Antonio']",2022.0,10.1109/TVT.2022.3204582,IEEE,0.0
451,451,451,An Efficient Blockchain-Based Conditional Privacy-Preserving Authentication Protocol for VANETs,X. Zhou; D. He; M. K. Khan; W. Wu; K. -K. R. Choo,in,"['Guilin University of Electronic Technology', 'King Saud University', 'Fujian Normal University', 'University of Texas at San Antonio']",2022.0,10.1109/TVT.2022.3204582,IEEE,0.0
452,452,452,An Efficient Blockchain-Based Conditional Privacy-Preserving Authentication Protocol for VANETs,X. Zhou; D. He; M. K. Khan; W. Wu; K. -K. R. Choo,at,"['Guilin University of Electronic Technology', 'King Saud University', 'Fujian Normal University', 'University of Texas at San Antonio']",2022.0,10.1109/TVT.2022.3204582,IEEE,0.0
453,453,453,BPMS: Blockchain-based Privacy-preserving Multi-keyword Search in Multi-owner Setting,S. Gao; Y. Chen; J. Zhu; Z. Sui; R. Zhang; X. Ma,China,"['Central University of Finance and Economics', 'Xidian University']",2022.0,10.1109/TCC.2022.3196712,IEEE,0.0
454,454,454,When Collaborative Federated Learning Meets Blockchain to Preserve Privacy in Healthcare,Z. Abou El Houda; A. S. Hafid; L. Khoukhi; B. Brik,France,"['University of Montreal', 'Normandie University', 'university of Bourgogne FrancheComté']",2022.0,10.1109/TNSE.2022.3211192,IEEE,0.0
455,455,455,When Collaborative Federated Learning Meets Blockchain to Preserve Privacy in Healthcare,Z. Abou El Houda; A. S. Hafid; L. Khoukhi; B. Brik,Canada,"['University of Montreal', 'Normandie University', 'university of Bourgogne FrancheComté']",2022.0,10.1109/TNSE.2022.3211192,IEEE,0.0
456,456,456,A Triple Real-time Trajectory Privacy Protection mechanism Based on Edge computing and Blockchain in Mobile Crowdsourcing,W. Wang; Y. Wang; P. Duan; T. Liu; X. Tong; Z. Cai,Georgia,"['Southeast University', 'Georgia State University']",2022.0,10.1109/TMC.2022.3187047,IEEE,0.0
457,457,457,A Triple Real-time Trajectory Privacy Protection mechanism Based on Edge computing and Blockchain in Mobile Crowdsourcing,W. Wang; Y. Wang; P. Duan; T. Liu; X. Tong; Z. Cai,China,"['Southeast University', 'Georgia State University']",2022.0,10.1109/TMC.2022.3187047,IEEE,0.0
458,458,458,<italic>Shadows</italic>: Blockchain Virtualization for Interoperable Computations in IIoT Environments,R. Tapwal; P. K. Deb; S. Misra; S. K. Pal,India,[],2022.0,10.1109/TC.2022.3184271,IEEE,0.0
459,459,459,A privacy-preserving blockchain-based method to optimize energy trading,J. Ping; Z. Yan; S. Chen,China,['Shanghai Jiao Tong University'],2022.0,10.1109/TSG.2022.3198165,IEEE,0.0
460,460,460,Blockchain-Powered Tensor Meta-Learning-Driven Intelligent Healthcare System with IoT Assistance,B. Ren; L. T. Yang; Q. Zhang; J. Feng; X. Nie,China,"['Huazhong University of Science and Technology', 'St Francis Xavier University', 'Hainan University']",2022.0,10.1109/TNSE.2022.3227317,IEEE,0.0
461,461,461,Blockchain-Powered Tensor Meta-Learning-Driven Intelligent Healthcare System with IoT Assistance,B. Ren; L. T. Yang; Q. Zhang; J. Feng; X. Nie,St,"['Huazhong University of Science and Technology', 'St Francis Xavier University', 'Hainan University']",2022.0,10.1109/TNSE.2022.3227317,IEEE,0.0
462,462,462,Blockchain-Powered Tensor Meta-Learning-Driven Intelligent Healthcare System with IoT Assistance,B. Ren; L. T. Yang; Q. Zhang; J. Feng; X. Nie,Canada,"['Huazhong University of Science and Technology', 'St Francis Xavier University', 'Hainan University']",2022.0,10.1109/TNSE.2022.3227317,IEEE,0.0
463,463,463,Blockchain-based Transparency Framework for Privacy Preserving Third-party Services,R. Xu; C. Li; J. Joshi,CA,"['Beijing Jiaotong University', 'University of Pittsburgh']",2022.0,10.1109/TDSC.2022.3179698,IEEE,0.0
464,464,464,Blockchain-based Transparency Framework for Privacy Preserving Third-party Services,R. Xu; C. Li; J. Joshi,United States,"['Beijing Jiaotong University', 'University of Pittsburgh']",2022.0,10.1109/TDSC.2022.3179698,IEEE,0.0
465,465,465,Blockchain-based Transparency Framework for Privacy Preserving Third-party Services,R. Xu; C. Li; J. Joshi,China,"['Beijing Jiaotong University', 'University of Pittsburgh']",2022.0,10.1109/TDSC.2022.3179698,IEEE,0.0
466,466,466,Blockchain-based Transparency Framework for Privacy Preserving Third-party Services,R. Xu; C. Li; J. Joshi,PA,"['Beijing Jiaotong University', 'University of Pittsburgh']",2022.0,10.1109/TDSC.2022.3179698,IEEE,0.0
467,467,467,Blockchain-based Transparency Framework for Privacy Preserving Third-party Services,R. Xu; C. Li; J. Joshi,in,"['Beijing Jiaotong University', 'University of Pittsburgh']",2022.0,10.1109/TDSC.2022.3179698,IEEE,0.0
468,468,468,Authenticating Drone-Assisted Internet of Vehicles Using Elliptic Curve Cryptography and Blockchain,M. A. El-Zawawy; A. Brighente; M. Conti,Egypt,"['Cairo University', 'University of Padova']",2022.0,10.1109/TNSM.2022.3217320,IEEE,0.0
469,469,469,Authenticating Drone-Assisted Internet of Vehicles Using Elliptic Curve Cryptography and Blockchain,M. A. El-Zawawy; A. Brighente; M. Conti,Italy,"['Cairo University', 'University of Padova']",2022.0,10.1109/TNSM.2022.3217320,IEEE,0.0
470,470,470,Authenticating Drone-Assisted Internet of Vehicles Using Elliptic Curve Cryptography and Blockchain,M. A. El-Zawawy; A. Brighente; M. Conti,Netherlands,"['Cairo University', 'University of Padova']",2022.0,10.1109/TNSM.2022.3217320,IEEE,0.0
471,471,471,ESB-FL: Efficient and Secure Blockchain-Based Federated Learning with Fair Payment,B. Chen; H. Zeng; T. Xiang; S. Guo; T. Zhang; Y. Liu,China,"['Chongqing University', 'Nanyang Technological University']",2022.0,10.1109/TBDATA.2022.3177170,IEEE,0.0
472,472,472,ESB-FL: Efficient and Secure Blockchain-Based Federated Learning with Fair Payment,B. Chen; H. Zeng; T. Xiang; S. Guo; T. Zhang; Y. Liu,Singapore,"['Chongqing University', 'Nanyang Technological University']",2022.0,10.1109/TBDATA.2022.3177170,IEEE,0.0
473,473,473,Identification and Evolutionary Analysis of User Collusion Behavior in Blockchain Online Social Medias,H. Tang; J. Ni; Y. Zhang,China,['Guangdong University of Technology'],2022.0,10.1109/TCSS.2022.3215185,IEEE,0.0
474,474,474,PAA: A Blockchain-Based Parking Assistance Alliance With User Preference,L. Sun; S. Sun; X. Yu,China,['Qingdao University of Science and Technology'],2022.0,10.1109/TITS.2022.3197433,IEEE,0.0
475,475,475,A Theoretical Model Characterizing Tangle Evolution in IOTA Blockchain Network,F. Guo; X. Xiao; A. Hecker; S. Dustdar,Austria,[],2022.0,10.1109/JIOT.2022.3207513,IEEE,0.0
476,476,476,A Theoretical Model Characterizing Tangle Evolution in IOTA Blockchain Network,F. Guo; X. Xiao; A. Hecker; S. Dustdar,Germany,[],2022.0,10.1109/JIOT.2022.3207513,IEEE,0.0
477,477,477,A blockchain-enabled robust-game electricity transaction model of multi-microgrid system considering wind power uncertainty,J. Wu; Y. Liu; Q. Yang; W. Li,China,['Sichuan University'],2022.0,10.17775/CSEEJPES.2021.04830,CSEE,0.0
478,478,478,SymmeProof: Compact Zero-Knowledge Argument for Blockchain Confidential Transactions,S. Gao; Z. Peng; F. Tan; Y. Zheng; B. Xiao,Hong Kong,"['The Hong Kong Polytechnic University', 'Hong Kong Baptist University']",2022.0,10.1109/TDSC.2022.3179913,IEEE,0.0
479,479,479,SymmeProof: Compact Zero-Knowledge Argument for Blockchain Confidential Transactions,S. Gao; Z. Peng; F. Tan; Y. Zheng; B. Xiao,China,"['The Hong Kong Polytechnic University', 'Hong Kong Baptist University']",2022.0,10.1109/TDSC.2022.3179913,IEEE,0.0
480,480,480,Blockchain IOTA Sharding based Scalable Secure Group Communication in Large VANETs,V. S. Naresh; V. V. L. D. Allavarpu; S. Reddi,India,['India GITAM Deemed to be University'],2022.0,10.1109/JIOT.2022.3222382,IEEE,0.0
481,481,481,Blockchain IOTA Sharding based Scalable Secure Group Communication in Large VANETs,V. S. Naresh; V. V. L. D. Allavarpu; S. Reddi,to,['India GITAM Deemed to be University'],2022.0,10.1109/JIOT.2022.3222382,IEEE,0.0
482,482,482,Blockchain IOTA Sharding based Scalable Secure Group Communication in Large VANETs,V. S. Naresh; V. V. L. D. Allavarpu; S. Reddi,be,['India GITAM Deemed to be University'],2022.0,10.1109/JIOT.2022.3222382,IEEE,0.0
483,483,483,Blockchain-Enabled Service Optimizations in Supply Chain Digital Twin,K. Gai; Y. Zhang; M. Qiu; B. Thuraisingham,USA,"['Dakota State University', 'The University of Texas at Dallas']",2022.0,10.1109/TSC.2022.3192166,IEEE,0.0
484,484,484,Blockchain-Enabled Service Optimizations in Supply Chain Digital Twin,K. Gai; Y. Zhang; M. Qiu; B. Thuraisingham,China,"['Dakota State University', 'The University of Texas at Dallas']",2022.0,10.1109/TSC.2022.3192166,IEEE,0.0
485,485,485,Blockchain-Enabled Service Optimizations in Supply Chain Digital Twin,K. Gai; Y. Zhang; M. Qiu; B. Thuraisingham,at,"['Dakota State University', 'The University of Texas at Dallas']",2022.0,10.1109/TSC.2022.3192166,IEEE,0.0
486,486,486,Anomaly detection as a service: An outsourced anomaly detection scheme for blockchain in a privacy-preserving manner,Y. Song; F. Wei; K. Zhu; Y. Zhu,China,[],2022.0,10.1109/TNSM.2022.3215006,IEEE,0.0
487,487,487,Blockchain-based Resource Trading in Multi-UAV-assisted Industrial IoT Networks: A Multi-agent DRL Approach,A. M. Seid; H. N. Abishu; Y. H. Yacob; T. A. Ayall; A. Erbad; M. Guizan,UAE,"['Hamad Bin Khalifa University', 'University of Electronic Science and Technology of China', 'Zhejiang Normal University', 'Mohamed Bin Zayed University of Artificial Intelligence MBZUAI']",2022.0,10.1109/TNSM.2022.3197309,IEEE,0.0
488,488,488,Blockchain-based Resource Trading in Multi-UAV-assisted Industrial IoT Networks: A Multi-agent DRL Approach,A. M. Seid; H. N. Abishu; Y. H. Yacob; T. A. Ayall; A. Erbad; M. Guizan,Qatar,"['Hamad Bin Khalifa University', 'University of Electronic Science and Technology of China', 'Zhejiang Normal University', 'Mohamed Bin Zayed University of Artificial Intelligence MBZUAI']",2022.0,10.1109/TNSM.2022.3197309,IEEE,0.0
489,489,489,Blockchain-based Resource Trading in Multi-UAV-assisted Industrial IoT Networks: A Multi-agent DRL Approach,A. M. Seid; H. N. Abishu; Y. H. Yacob; T. A. Ayall; A. Erbad; M. Guizan,China,"['Hamad Bin Khalifa University', 'University of Electronic Science and Technology of China', 'Zhejiang Normal University', 'Mohamed Bin Zayed University of Artificial Intelligence MBZUAI']",2022.0,10.1109/TNSM.2022.3197309,IEEE,0.0
490,490,490,Blockchain-based Resource Trading in Multi-UAV-assisted Industrial IoT Networks: A Multi-agent DRL Approach,A. M. Seid; H. N. Abishu; Y. H. Yacob; T. A. Ayall; A. Erbad; M. Guizan,CHINA,"['Hamad Bin Khalifa University', 'University of Electronic Science and Technology of China', 'Zhejiang Normal University', 'Mohamed Bin Zayed University of Artificial Intelligence MBZUAI']",2022.0,10.1109/TNSM.2022.3197309,IEEE,0.0
491,491,491,"Tree Representation, Growth Rate of Blockchain and Reward Allocation in Ethereum with Multiple Mining Pools",Q. -L. Li; Y. -X. Chang; C. Zhang,China,['Beijing University of Technology'],2022.0,10.1109/TNSM.2022.3195292,IEEE,0.0
492,492,492,A Blockchain and ML-Based Framework for Fast and Cost-Effective Health Insurance Industry Operations,A. Elhence; A. Goyal; V. Chamola; B. Sikdar,Singapore,['National University of Singapore'],2022.0,10.1109/TCSS.2022.3219256,IEEE,0.0
493,493,493,A Blockchain and ML-Based Framework for Fast and Cost-Effective Health Insurance Industry Operations,A. Elhence; A. Goyal; V. Chamola; B. Sikdar,India,['National University of Singapore'],2022.0,10.1109/TCSS.2022.3219256,IEEE,0.0
494,494,494,A Blockchain and ML-Based Framework for Fast and Cost-Effective Health Insurance Industry Operations,A. Elhence; A. Goyal; V. Chamola; B. Sikdar,IT,['National University of Singapore'],2022.0,10.1109/TCSS.2022.3219256,IEEE,0.0
495,495,495,Attribute-based Encryption with Blockchain Protection Scheme for Electronic Health Records,Y. Jiang; X. Xu; F. Xiao,China,['Nanjing University of Posts and Telecommunications'],2022.0,10.1109/TNSM.2022.3193707,IEEE,0.0
496,496,496,Query Integrity Meets Blockchain: A Privacy-Preserving Verification Framework for Outsourced Encrypted Data,S. Jiang; J. Liu; J. Chen; Y. Liu; L. Wang; Y. Zhou,China,"['China University of Mining and Technology', 'North Carolina State University', 'Xix0027an Jiaotong University', 'Southeast University']",2022.0,10.1109/TSC.2022.3199111,IEEE,0.0
497,497,497,Query Integrity Meets Blockchain: A Privacy-Preserving Verification Framework for Outsourced Encrypted Data,S. Jiang; J. Liu; J. Chen; Y. Liu; L. Wang; Y. Zhou,USA,"['China University of Mining and Technology', 'North Carolina State University', 'Xix0027an Jiaotong University', 'Southeast University']",2022.0,10.1109/TSC.2022.3199111,IEEE,0.0
498,498,498,CGAN-Based Collaborative Intrusion Detection for UAV Networks: A Blockchain Empowered Distributed Federated Learning Approach,X. He; Q. Chen; L. Tang; W. Wang; T. Liu,China,['Chongqing University of Posts and Telecommunications'],2022.0,10.1109/JIOT.2022.3200121,IEEE,0.0
499,499,499,Blockchain-Enabled Secure Big Data Analytics for Internet of Things Smart Applications,P. Tekchandani; I. Pradhan; A. K. Das; N. Kumar; Y. Park,South Korea,"['King Abdul Aziz University', 'Kyungpook National University']",2022.0,10.1109/JIOT.2022.3227162,IEEE,0.0
500,500,500,Blockchain-Enabled Secure Big Data Analytics for Internet of Things Smart Applications,P. Tekchandani; I. Pradhan; A. K. Das; N. Kumar; Y. Park,India,"['King Abdul Aziz University', 'Kyungpook National University']",2022.0,10.1109/JIOT.2022.3227162,IEEE,0.0
501,501,501,Blockchain-Enabled Secure Big Data Analytics for Internet of Things Smart Applications,P. Tekchandani; I. Pradhan; A. K. Das; N. Kumar; Y. Park,IT,"['King Abdul Aziz University', 'Kyungpook National University']",2022.0,10.1109/JIOT.2022.3227162,IEEE,0.0
502,502,502,TB-ICT: A Trustworthy Blockchain-Enabled System for Indoor Contact Tracing in Epidemic Control,M. Salimibeni; Z. Hajiakhondi-Meybodi; A. Mohammadi; Y. Wang,Canada,"['Concordia University', 'University of Calgary']",2022.0,10.1109/JIOT.2022.3223329,IEEE,0.0
503,503,503,Blockchain-Based Two-Stage Federated Learning With Non-IID Data in IoMT System,Z. Lian; Q. Zeng; W. Wang; T. R. Gadekallu; C. Su,Hong Kong,"['The University of Aizu', 'Nanjing University of Information Science and Technology', 'City University of Hong Kong', 'Lebanese American University']",2022.0,10.1109/TCSS.2022.3216802,IEEE,0.0
504,504,504,Blockchain-Based Two-Stage Federated Learning With Non-IID Data in IoMT System,Z. Lian; Q. Zeng; W. Wang; T. R. Gadekallu; C. Su,Japan,"['The University of Aizu', 'Nanjing University of Information Science and Technology', 'City University of Hong Kong', 'Lebanese American University']",2022.0,10.1109/TCSS.2022.3216802,IEEE,0.0
505,505,505,Blockchain-Based Two-Stage Federated Learning With Non-IID Data in IoMT System,Z. Lian; Q. Zeng; W. Wang; T. R. Gadekallu; C. Su,China,"['The University of Aizu', 'Nanjing University of Information Science and Technology', 'City University of Hong Kong', 'Lebanese American University']",2022.0,10.1109/TCSS.2022.3216802,IEEE,0.0
506,506,506,Blockchain-Based Two-Stage Federated Learning With Non-IID Data in IoMT System,Z. Lian; Q. Zeng; W. Wang; T. R. Gadekallu; C. Su,Lebanon,"['The University of Aizu', 'Nanjing University of Information Science and Technology', 'City University of Hong Kong', 'Lebanese American University']",2022.0,10.1109/TCSS.2022.3216802,IEEE,0.0
507,507,507,A Novel Stochastic Blockchain-Based Energy Management in Smart Cities Using V2S and V2G,L. Zhang; L. Cheng; F. Alsokhiry; M. A. Mohamed,China,"['China Three Gorges University', 'King Abdulaziz University', 'Minia University']",2022.0,10.1109/TITS.2022.3143146,IEEE,0.0
508,508,508,A Novel Stochastic Blockchain-Based Energy Management in Smart Cities Using V2S and V2G,L. Zhang; L. Cheng; F. Alsokhiry; M. A. Mohamed,Egypt,"['China Three Gorges University', 'King Abdulaziz University', 'Minia University']",2022.0,10.1109/TITS.2022.3143146,IEEE,0.0
509,509,509,zk-AuthFeed: Protecting Data Feed to Smart Contracts with Authenticated Zero Knowledge Proof,Z. Wan; Y. Zhou; K. Ren,China,"['Shandong University', 'Zhejiang University']",2022.0,10.1109/TDSC.2022.3153084,IEEE,1.0
510,510,510,Blockchain-as-a-Service for Business Process Management: Survey and Challenges,W. Viriyasitavat; L. D. Xu; G. Dhiman; Z. Bi,,[],2022.0,10.1109/TSC.2022.3199232,IEEE,0.0
511,511,511,"A Blockchain-based Decentralized, Fair and Authenticated Information Sharing Scheme in Zero Trust Internet-of-Things",Y. Liu; X. Hao; W. Ren; R. Xiong; T. Zhu; K. -K. R. Choo; G. Min,China,"['China University of Geosciences', 'University of Texas at San Antonio', 'University of Exeter']",2022.0,10.1109/TC.2022.3157996,IEEE,1.0
512,512,512,"A Blockchain-based Decentralized, Fair and Authenticated Information Sharing Scheme in Zero Trust Internet-of-Things",Y. Liu; X. Hao; W. Ren; R. Xiong; T. Zhu; K. -K. R. Choo; G. Min,United States,"['China University of Geosciences', 'University of Texas at San Antonio', 'University of Exeter']",2022.0,10.1109/TC.2022.3157996,IEEE,1.0
513,513,513,"A Blockchain-based Decentralized, Fair and Authenticated Information Sharing Scheme in Zero Trust Internet-of-Things",Y. Liu; X. Hao; W. Ren; R. Xiong; T. Zhu; K. -K. R. Choo; G. Min,at,"['China University of Geosciences', 'University of Texas at San Antonio', 'University of Exeter']",2022.0,10.1109/TC.2022.3157996,IEEE,1.0
514,514,514,"A Blockchain-based Decentralized, Fair and Authenticated Information Sharing Scheme in Zero Trust Internet-of-Things",Y. Liu; X. Hao; W. Ren; R. Xiong; T. Zhu; K. -K. R. Choo; G. Min,Ireland,"['China University of Geosciences', 'University of Texas at San Antonio', 'University of Exeter']",2022.0,10.1109/TC.2022.3157996,IEEE,1.0
515,515,515,On Convergence Probability of Direct Acyclic Graph-Based Ledgers in Forking Blockchain Systems,Z. Xie; S. Dang; Z. Zhang,China,"['Guangxi University', 'University of Bristol']",2022.0,10.1109/JSYST.2022.3201777,IEEE,0.0
516,516,516,On Convergence Probability of Direct Acyclic Graph-Based Ledgers in Forking Blockchain Systems,Z. Xie; S. Dang; Z. Zhang,UK,"['Guangxi University', 'University of Bristol']",2022.0,10.1109/JSYST.2022.3201777,IEEE,0.0
517,517,517,Blockchain based Decentralised Model Aggregation for Cross-Silo Federated Learning in Industry 4.0,T. Ranathunga; A. McGibney; S. Rea; S. Bharti,Ireland,[],2022.0,10.1109/JIOT.2022.3218704,IEEE,0.0
518,518,518,Multi-Task-Oriented Collaborative Crowdsensing Based on Reinforcement Learning and Blockchain for Intelligent Transportation System,M. Li; M. Ma; L. Wang; B. Yang; T. Wang; J. Sun,China,['Shaanxi Normal University'],2022.0,10.1109/TII.2022.3228935,IEEE,0.0
519,519,519,Blockchain-Based Privacy-Preserving Positioning Data Sharing for IoT-Enabled Maritime Transportation Systems,K. Gai; H. Tang; G. Li; T. Xie; S. Wang; L. Zhu; K. -K. R. Choo,USA,"['Qufu Normal University', 'The University of Texas at San Antonio']",2022.0,10.1109/TITS.2022.3190487,IEEE,0.0
520,520,520,Blockchain-Based Privacy-Preserving Positioning Data Sharing for IoT-Enabled Maritime Transportation Systems,K. Gai; H. Tang; G. Li; T. Xie; S. Wang; L. Zhu; K. -K. R. Choo,China,"['Qufu Normal University', 'The University of Texas at San Antonio']",2022.0,10.1109/TITS.2022.3190487,IEEE,0.0
521,521,521,Blockchain-Based Privacy-Preserving Positioning Data Sharing for IoT-Enabled Maritime Transportation Systems,K. Gai; H. Tang; G. Li; T. Xie; S. Wang; L. Zhu; K. -K. R. Choo,at,"['Qufu Normal University', 'The University of Texas at San Antonio']",2022.0,10.1109/TITS.2022.3190487,IEEE,0.0
522,522,522,A Privacy-Preserving Medical Data Sharing Scheme Based on Blockchain,G. Xu; C. Qi; W. Dong; L. Gong; S. Liu; S. Chen; J. Liu; X. Zheng,PA,"['Tianjin University', 'Hiroshima University', 'West Chester University of Pennsylvania', 'Macquarie University']",2022.0,10.1109/JBHI.2022.3203577,IEEE,0.0
523,523,523,A Privacy-Preserving Medical Data Sharing Scheme Based on Blockchain,G. Xu; C. Qi; W. Dong; L. Gong; S. Liu; S. Chen; J. Liu; X. Zheng,Australia,"['Tianjin University', 'Hiroshima University', 'West Chester University of Pennsylvania', 'Macquarie University']",2022.0,10.1109/JBHI.2022.3203577,IEEE,0.0
524,524,524,A Privacy-Preserving Medical Data Sharing Scheme Based on Blockchain,G. Xu; C. Qi; W. Dong; L. Gong; S. Liu; S. Chen; J. Liu; X. Zheng,China,"['Tianjin University', 'Hiroshima University', 'West Chester University of Pennsylvania', 'Macquarie University']",2022.0,10.1109/JBHI.2022.3203577,IEEE,0.0
525,525,525,A Privacy-Preserving Medical Data Sharing Scheme Based on Blockchain,G. Xu; C. Qi; W. Dong; L. Gong; S. Liu; S. Chen; J. Liu; X. Zheng,Japan,"['Tianjin University', 'Hiroshima University', 'West Chester University of Pennsylvania', 'Macquarie University']",2022.0,10.1109/JBHI.2022.3203577,IEEE,0.0
526,526,526,A Privacy-Preserving Medical Data Sharing Scheme Based on Blockchain,G. Xu; C. Qi; W. Dong; L. Gong; S. Liu; S. Chen; J. Liu; X. Zheng,USA,"['Tianjin University', 'Hiroshima University', 'West Chester University of Pennsylvania', 'Macquarie University']",2022.0,10.1109/JBHI.2022.3203577,IEEE,0.0
527,527,527,An Efficient and Robust Multidimensional Data Aggregation Scheme for Smart Grid Based on Blockchain,X. Zhang; L. You; G. Hu,China,['Hangzhou Dianzi University'],2022.0,10.1109/TNSM.2022.3217312,IEEE,0.0
